County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,State
"Yakima County, WA",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,WA
"Brown County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,WI
"Dane County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,WI
"Dane County, WI",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,WI
"Kenosha County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,WI
"Milwaukee County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,162.0,WI
"Milwaukee County, WI",2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,WI
"Milwaukee County, WI",2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,WI
"Racine County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,WI
"Rock County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,WI
"Sauk County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,WI
"Walworth County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,WI
"Washington County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,WI
"Waukesha County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,WI
"Winnebago County, WI",2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,WI
"Cochise County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,AZ
"Maricopa County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,456.0,AZ
"Maricopa County, AZ",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,88.0,AZ
"Maricopa County, AZ",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,86.0,AZ
"Mohave County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,AZ
"Mohave County, AZ",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,AZ
"Navajo County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,AZ
"Pima County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0,AZ
"Pima County, AZ",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,36.0,AZ
"Pima County, AZ",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,AZ
"Pinal County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,AZ
"Yavapai County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,AZ
"Yavapai County, AZ",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,AZ
"Yavapai County, AZ",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,AZ
"Yuma County, AZ",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,AZ
"Alachua County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
"Bay County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,FL
"Brevard County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,FL
"Brevard County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
"Broward County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0,FL
"Broward County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0,FL
"Citrus County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,FL
"Clay County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,FL
"Collier County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,FL
"Columbia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
"Duval County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,150.0,FL
"Duval County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,FL
"Escambia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL
"Hernando County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,FL
"Highlands County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,FL
"Hillsborough County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,160.0,FL
"Hillsborough County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,FL
"Indian River County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
"Lake County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,FL
"Lee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,FL
"Lee County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,FL
"Levy County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
"Manatee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,FL
"Marion County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,FL
"Martin County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,FL
"Miami-Dade County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,101.0,FL
"Miami-Dade County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,34.0,FL
"Nassau County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,FL
"Okaloosa County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,FL
"Okeechobee County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
"Orange County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,FL
"Orange County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,FL
"Osceola County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
"Palm Beach County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0,FL
"Palm Beach County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,51.0,FL
"Pasco County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,FL
"Pasco County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,FL
"Pinellas County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0,FL
"Pinellas County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0,FL
"Polk County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0,FL
"Polk County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,FL
"St. Johns County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,FL
"St. Lucie County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,FL
"Santa Rosa County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,FL
"Sarasota County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,FL
"Sarasota County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,FL
"Seminole County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,FL
"Volusia County, FL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,68.0,FL
"Volusia County, FL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,FL
"Barrow County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Bartow County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Bibb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Carroll County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Catoosa County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,GA
"Chatham County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,GA
"Cherokee County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,GA
"Clarke County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Clayton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,GA
"Cobb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,GA
"Cobb County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,GA
"Columbia County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Coweta County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,GA
"DeKalb County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,GA
"Dougherty County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Douglas County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Floyd County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,GA
"Forsyth County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,GA
"Fulton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0,GA
"Fulton County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,GA
"Glynn County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Gwinnett County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,GA
"Gwinnett County, GA",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,GA
"Hall County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Henry County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
"Jackson County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,GA
"Murray County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Muscogee County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,GA
"Paulding County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,GA
"Richmond County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,GA
"Rockdale County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,GA
"Spalding County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Walker County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,GA
"Walton County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,GA
"Whitfield County, GA",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,GA
"Champaign County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,IL
"Cook County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,545.0,IL
"Cook County, IL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,65.0,IL
"DuPage County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,IL
"DuPage County, IL",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,IL
"Grundy County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,IL
"Kane County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,IL
"Lake County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,IL
"LaSalle County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,IL
"McHenry County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,IL
"McLean County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,IL
"Macon County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"Madison County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,IL
"Peoria County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,IL
"Rock Island County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"St. Clair County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,IL
"Sangamon County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,IL
"Tazewell County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,IL
"Vermilion County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,IL
"Will County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65.0,IL
"Winnebago County, IL",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,IL
"Anne Arundel County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,MD
"Anne Arundel County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,60.0,MD
"Baltimore County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,MD
"Baltimore County, MD",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,MD
"Baltimore County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,110.0,MD
"Calvert County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,MD
"Carroll County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MD
"Cecil County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,MD
"Cecil County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,MD
"Charles County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,MD
"Frederick County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0,MD
"Harford County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,MD
"Harford County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,34.0,MD
"Howard County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0,MD
"Montgomery County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,MD
"Montgomery County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,31.0,MD
"Prince George's County, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,MD
"Prince George's County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,31.0,MD
"Washington County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,MD
"Wicomico County, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,MD
"Baltimore city, MD",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,MD
"Baltimore city, MD",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,132.0,MD
"Albany County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NY
"Bronx County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,151.0,NY
"Broome County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,NY
"Chemung County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,NY
"Dutchess County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,NY
"Erie County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,NY
"Erie County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,NY
"Greene County, NY",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,NY
"Kings County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,191.0,NY
"Kings County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,NY
"Monroe County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,NY
"Monroe County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,NY
"Nassau County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0,NY
"Nassau County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,NY
"New York County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,138.0,NY
"New York County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,NY
"Niagara County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,NY
"Onondaga County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,NY
"Onondaga County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,NY
"Orange County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,NY
"Oswego County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,NY
"Putnam County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,NY
"Queens County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,111.0,NY
"Queens County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,NY
"Rensselaer County, NY",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,NY
"Richmond County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,NY
"Rockland County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,NY
"Suffolk County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,262.0,NY
"Suffolk County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0,NY
"Sullivan County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,NY
"Tompkins County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,NY
"Ulster County, NY",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,NY
"Westchester County, NY",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0,NY
"Westchester County, NY",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,NY
"Adams County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Allen County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Ashtabula County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,OH
"Athens County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Belmont County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,OH
"Brown County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Butler County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,OH
"Clark County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,OH
"Clermont County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,OH
"Clinton County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,OH
"Columbiana County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,OH
"Cuyahoga County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,229.0,OH
"Cuyahoga County, OH",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,OH
"Delaware County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
"Erie County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,OH
"Fairfield County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Franklin County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0,OH
"Franklin County, OH",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,OH
"Franklin County, OH",2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,OH
"Greene County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,OH
"Hamilton County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0,OH
"Hamilton County, OH",2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,OH
"Jefferson County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,OH
"Lake County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,OH
"Licking County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,OH
"Lorain County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,OH
"Lucas County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,OH
"Mahoning County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,OH
"Marion County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,OH
"Medina County, OH",2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,OH
